date,fiscal_year,product_code,customer_code,sold_quantity
2020-09-01,2021,A5621110405,90002002,12
2020-09-01,2021,A5621110406,90002002,10
2020-09-01,2021,A5621110407,90002002,10
2020-09-01,2021,A5621110408,90002002,14
2020-09-01,2021,A5721110501,90002002,7
2020-09-01,2021,A5721110502,90002002,13
2020-09-01,2021,A5721110503,90002002,7
2020-09-01,2021,A5721110504,90002002,15
2020-09-01,2021,A5721110505,90002002,6
2020-09-01,2021,A5721110506,90002002,6
2020-09-01,2021,A5820110101,90002002,27
2020-09-01,2021,A5820110102,90002002,28
2020-09-01,2021,A5820110103,90002002,10
2020-09-01,2021,A5820110104,90002002,22
2020-09-01,2021,A5820110105,90002002,19
2020-09-01,2021,A5820110106,90002002,14
2020-09-01,2021,A5820110107,90002002,11
2020-09-01,2021,A5821110108,90002002,18
2020-09-01,2021,A6018110101,90002002,1
2020-09-01,2021,A6018110102,90002002,5
2020-09-01,2021,A6018110103,90002002,6
2020-09-01,2021,A6018110104,90002002,5
2020-09-01,2021,A6018110105,90002002,2
2020-09-01,2021,A6018110106,90002002,6
2020-09-01,2021,A6019110107,90002002,4
2020-09-01,2021,A6019110108,90002002,5
2020-09-01,2021,A6119110201,90002002,2
2020-09-01,2021,A6119110202,90002002,3
2020-09-01,2021,A6119110203,90002002,4
2020-09-01,2021,A6119110204,90002002,2
2020-09-01,2021,A6120110205,90002002,2
2020-09-01,2021,A6120110206,90002002,4
2020-09-01,2021,A6218160101,90002002,139
2020-09-01,2021,A6218160102,90002002,476
2020-09-01,2021,A6219160103,90002002,310
2020-09-01,2021,A6319160201,90002002,316
2020-09-01,2021,A6319160202,90002002,730
2020-09-01,2021,A6319160203,90002002,911
2020-09-01,2021,A6419160301,90002002,799
2020-09-01,2021,A6419160302,90002002,204
2020-09-01,2021,A6419160303,90002002,1028
2020-09-01,2021,A6519160401,90002002,705
2020-09-01,2021,A6520160402,90002002,582
2020-09-01,2021,A6520160403,90002002,984
2020-09-01,2021,A6620160501,90002002,732
2020-09-01,2021,A6720160103,90002002,194
2020-09-01,2021,A6818160201,90002002,1697
2020-09-01,2021,A6818160202,90002002,855
2020-09-01,2021,A6819160203,90002002,1556
2020-09-01,2021,A7118160101,90002002,528
2020-09-01,2021,A7119160102,90002002,619
2020-09-01,2021,A7119160103,90002002,480
2020-09-01,2021,A7219160201,90002002,616
2020-09-01,2021,A7220160202,90002002,96
2020-09-01,2021,A7220160203,90002002,350
2020-09-01,2021,A7321160301,90002002,272
2020-09-01,2021,A7321160302,90002002,507
2020-09-01,2021,A7321160303,90002002,190
2020-10-01,2021,A0118150101,90002002,95
2020-10-01,2021,A0118150102,90002002,237
2020-10-01,2021,A0118150103,90002002,102
2020-10-01,2021,A0118150104,90002002,276
2020-10-01,2021,A0219150201,90002002,164
2020-10-01,2021,A0219150202,90002002,97
2020-10-01,2021,A0220150203,90002002,306
2020-10-01,2021,A0320150301,90002002,205
2020-10-01,2021,A0321150302,90002002,135
2020-10-01,2021,A0321150303,90002002,249
2020-10-01,2021,A0418150103,90002002,220
2020-10-01,2021,A0418150104,90002002,226
2020-10-01,2021,A0418150105,90002002,248
2020-10-01,2021,A0418150106,90002002,75
2020-10-01,2021,A0519150201,90002002,82
2020-10-01,2021,A0519150202,90002002,49
2020-10-01,2021,A0519150203,90002002,193
2020-10-01,2021,A0519150204,90002002,193
2020-10-01,2021,A0519150205,90002002,216
2020-10-01,2021,A0519150206,90002002,136
2020-10-01,2021,A0519150207,90002002,123
2020-10-01,2021,A0519150208,90002002,219
2020-10-01,2021,A0619150301,90002002,45
2020-10-01,2021,A0619150302,90002002,29
2020-10-01,2021,A0620150303,90002002,93
2020-10-01,2021,A0620150304,90002002,242
2020-10-01,2021,A0620150305,90002002,231
2020-10-01,2021,A0620150306,90002002,231
2020-10-01,2021,A0621150307,90002002,47
2020-10-01,2021,A0621150308,90002002,235
2020-10-01,2021,A0721150401,90002002,218
2020-10-01,2021,A0721150402,90002002,43
2020-10-01,2021,A0721150403,90002002,184
2020-10-01,2021,A0721150404,90002002,64
2020-10-01,2021,A0821150501,90002002,174
2020-10-01,2021,A0821150502,90002002,237
2020-10-01,2021,A0821150503,90002002,237
2020-10-01,2021,A0821150504,90002002,249
2020-10-01,2021,A0921150601,90002002,217
2020-10-01,2021,A1018150101,90002002,132
2020-10-01,2021,A1018150102,90002002,226
2020-10-01,2021,A1018150103,90002002,196
2020-10-01,2021,A1118150201,90002002,138
2020-10-01,2021,A1118150202,90002002,108
2020-10-01,2021,A1119150203,90002002,220
2020-10-01,2021,A1219150301,90002002,97
2020-10-01,2021,A1219150302,90002002,258
2020-10-01,2021,A1219150303,90002002,83
2020-10-01,2021,A1319150401,90002002,132
2020-10-01,2021,A1320150402,90002002,55
2020-10-01,2021,A1320150403,90002002,136
2020-10-01,2021,A1420150501,90002002,97
2020-10-01,2021,A1420150502,90002002,41
2020-10-01,2021,A1421150503,90002002,136
2020-10-01,2021,A1521150601,90002002,99
2020-10-01,2021,A1521150602,90002002,251
2020-10-01,2021,A1618150101,90002002,104
2020-10-01,2021,A1618150102,90002002,146
2020-10-01,2021,A1618150103,90002002,137
2020-10-01,2021,A1618150104,90002002,94
2020-10-01,2021,A1718150201,90002002,158
2020-10-01,2021,A1718150202,90002002,25
2020-10-01,2021,A1718150203,90002002,76
2020-10-01,2021,A1718150204,90002002,66
2020-10-01,2021,A1819150301,90002002,46
2020-10-01,2021,A1819150302,90002002,127
2020-10-01,2021,A1819150303,90002002,153
2020-10-01,2021,A1819150304,90002002,167
2020-10-01,2021,A1919150401,90002002,108
2020-10-01,2021,A1919150402,90002002,88
2020-10-01,2021,A1919150403,90002002,79
2020-10-01,2021,A1920150404,90002002,117
2020-10-01,2021,A2020150501,90002002,26
2020-10-01,2021,A2020150502,90002002,168
2020-10-01,2021,A2021150503,90002002,179
2020-10-01,2021,A2118150101,90002002,1036
2020-10-01,2021,A2118150102,90002002,1111
2020-10-01,2021,A2118150103,90002002,352
2020-10-01,2021,A2118150104,90002002,979
2020-10-01,2021,A2118150105,90002002,600
2020-10-01,2021,A2118150106,90002002,860
2020-10-01,2021,A2218150201,90002002,368
2020-10-01,2021,A2218150202,90002002,584
2020-10-01,2021,A2219150203,90002002,817
2020-10-01,2021,A2219150204,90002002,979
2020-10-01,2021,A2219150205,90002002,992
2020-10-01,2021,A2219150206,90002002,308
2020-10-01,2021,A2319150301,90002002,297
2020-10-01,2021,A2319150302,90002002,1333
2020-10-01,2021,A2319150303,90002002,906
2020-10-01,2021,A2319150304,90002002,1179
2020-10-01,2021,A2319150305,90002002,571
2020-10-01,2021,A2319150306,90002002,787
2020-10-01,2021,A2419150401,90002002,397
2020-10-01,2021,A2419150402,90002002,273
2020-10-01,2021,A2419150403,90002002,784
2020-10-01,2021,A2419150404,90002002,324
2020-10-01,2021,A2419150405,90002002,708
2020-10-01,2021,A2420150406,90002002,465
2020-10-01,2021,A2520150501,90002002,511
2020-10-01,2021,A2520150502,90002002,779
2020-10-01,2021,A2520150503,90002002,833
2020-10-01,2021,A2520150504,90002002,1133
2020-10-01,2021,A2520150505,90002002,727
2020-10-01,2021,A2520150506,90002002,776
2020-10-01,2021,A2620150601,90002002,160
2020-10-01,2021,A2620150602,90002002,1176
2020-10-01,2021,A2620150603,90002002,138
2020-10-01,2021,A2620150604,90002002,884
2020-10-01,2021,A2620150605,90002002,1136
2020-10-01,2021,A2620150606,90002002,1071
2020-10-01,2021,A2720150701,90002002,1236
2020-10-01,2021,A2721150702,90002002,276
2020-10-01,2021,A2721150703,90002002,1090
2020-10-01,2021,A2721150704,90002002,560
2020-10-01,2021,A2721150705,90002002,654
2020-10-01,2021,A2721150706,90002002,241
2020-10-01,2021,A2821150801,90002002,438
2020-10-01,2021,A2918150101,90002002,757
2020-10-01,2021,A2918150102,90002002,849
2020-10-01,2021,A2918150103,90002002,247
2020-10-01,2021,A2918150104,90002002,622
2020-10-01,2021,A2918150105,90002002,664
2020-10-01,2021,A2918150106,90002002,680
2020-10-01,2021,A3018150201,90002002,650
2020-10-01,2021,A3018150202,90002002,627
2020-10-01,2021,A3018150203,90002002,856
2020-10-01,2021,A3019150204,90002002,888
2020-10-01,2021,A3019150205,90002002,696
2020-10-01,2021,A3019150206,90002002,288
2020-10-01,2021,A3119150301,90002002,1085
2020-10-01,2021,A3119150302,90002002,796
2020-10-01,2021,A3119150303,90002002,698
2020-10-01,2021,A3120150304,90002002,583
2020-10-01,2021,A3120150305,90002002,888
2020-10-01,2021,A3120150306,90002002,746
2020-10-01,2021,A3220150401,90002002,851
2020-10-01,2021,A3220150402,90002002,947
2020-10-01,2021,A3220150403,90002002,654
2020-10-01,2021,A3220150404,90002002,554
2020-10-01,2021,A3220150405,90002002,1089
2020-10-01,2021,A3220150406,90002002,760
2020-10-01,2021,A3320150501,90002002,279
2020-10-01,2021,A3320150502,90002002,567
2020-10-01,2021,A3320150503,90002002,197
2020-10-01,2021,A3320150504,90002002,522
2020-10-01,2021,A3320150505,90002002,561
2020-10-01,2021,A3320150506,90002002,988
2020-10-01,2021,A3420150601,90002002,371
2020-10-01,2021,A3420150602,90002002,908
2020-10-01,2021,A3421150603,90002002,272
2020-10-01,2021,A3421150604,90002002,700
2020-10-01,2021,A3421150605,90002002,963
2020-10-01,2021,A3421150606,90002002,773
2020-10-01,2021,A3521150701,90002002,183
2020-10-01,2021,A3521150702,90002002,888
2020-10-01,2021,A3521150703,90002002,819
2020-10-01,2021,A3521150704,90002002,718
2020-10-01,2021,A3521150705,90002002,165
2020-10-01,2021,A3718150101,90002002,42
2020-10-01,2021,A3718150102,90002002,38
2020-10-01,2021,A3718150103,90002002,102
2020-10-01,2021,A3718150105,90002002,54
2020-10-01,2021,A3818150201,90002002,67
2020-10-01,2021,A3818150202,90002002,19
2020-10-01,2021,A3819150203,90002002,96
2020-10-01,2021,A3819150204,90002002,51
2020-10-01,2021,A3819150205,90002002,48
2020-10-01,2021,A3920150301,90002002,94
2020-10-01,2021,A3920150302,90002002,104
2020-10-01,2021,A3920150303,90002002,84
2020-10-01,2021,A3920150304,90002002,26
2020-10-01,2021,A3920150305,90002002,108
2020-10-01,2021,A4020150401,90002002,32
2020-10-01,2021,A4020150402,90002002,30
2020-10-01,2021,A4021150403,90002002,62
2020-10-01,2021,A4021150404,90002002,82
2020-10-01,2021,A4021150405,90002002,94
2020-10-01,2021,A4118110105,90002002,38
2020-10-01,2021,A4118110106,90002002,48
2020-10-01,2021,A4118110107,90002002,44
2020-10-01,2021,A4218110201,90002002,48
2020-10-01,2021,A4218110202,90002002,48
2020-10-01,2021,A4218110203,90002002,50
2020-10-01,2021,A4218110204,90002002,28
2020-10-01,2021,A4218110205,90002002,44
2020-10-01,2021,A4218110206,90002002,19
2020-10-01,2021,A4218110207,90002002,37
2020-10-01,2021,A4218110208,90002002,35
2020-10-01,2021,A4318110301,90002002,45
2020-10-01,2021,A4319110302,90002002,24
2020-10-01,2021,A4319110303,90002002,14
2020-10-01,2021,A4319110304,90002002,44
2020-10-01,2021,A4319110305,90002002,36
2020-10-01,2021,A4319110306,90002002,38
2020-10-01,2021,A4419110401,90002002,30
2020-10-01,2021,A4419110402,90002002,12
2020-10-01,2021,A4419110403,90002002,11
2020-10-01,2021,A4419110404,90002002,40
2020-10-01,2021,A4419110405,90002002,38
2020-10-01,2021,A4419110406,90002002,10
2020-10-01,2021,A4419110407,90002002,21
2020-10-01,2021,A4419110408,90002002,24
2020-10-01,2021,A4519110501,90002002,9
2020-10-01,2021,A4519110502,90002002,36
2020-10-01,2021,A4519110503,90002002,42
2020-10-01,2021,A4520110504,90002002,35
2020-10-01,2021,A4520110505,90002002,26
2020-10-01,2021,A4520110506,90002002,24
2020-10-01,2021,A4520110507,90002002,15
2020-10-01,2021,A4520110508,90002002,43
2020-10-01,2021,A4620110601,90002002,21
2020-10-01,2021,A4620110602,90002002,31
2020-10-01,2021,A4620110603,90002002,14
2020-10-01,2021,A4620110604,90002002,37
2020-10-01,2021,A4620110605,90002002,14
2020-10-01,2021,A4620110606,90002002,35
2020-10-01,2021,A4620110607,90002002,31
2020-10-01,2021,A4620110608,90002002,11
2020-10-01,2021,A4720110701,90002002,35
2020-10-01,2021,A4720110702,90002002,18
2020-10-01,2021,A4721110703,90002002,34
2020-10-01,2021,A4721110704,90002002,44
2020-10-01,2021,A4721110705,90002002,36
2020-10-01,2021,A4918110101,90002002,18
2020-10-01,2021,A4918110102,90002002,29
2020-10-01,2021,A4918110103,90002002,15
2020-10-01,2021,A4918110104,90002002,33
2020-10-01,2021,A5018110201,90002002,16
2020-10-01,2021,A5018110202,90002002,11
2020-10-01,2021,A5018110203,90002002,37
2020-10-01,2021,A5018110204,90002002,14
2020-10-01,2021,A5018110205,90002002,32
2020-10-01,2021,A5018110206,90002002,9
2020-10-01,2021,A5018110207,90002002,32
2020-10-01,2021,A5019110208,90002002,36
2020-10-01,2021,A5119110301,90002002,11
2020-10-01,2021,A5119110302,90002002,22
2020-10-01,2021,A5119110303,90002002,11
2020-10-01,2021,A5119110305,90002002,36
2020-10-01,2021,A5119110306,90002002,26
2020-10-01,2021,A5119110307,90002002,27
2020-10-01,2021,A5119110308,90002002,7
2020-10-01,2021,A5219110401,90002002,30
2020-10-01,2021,A5219110402,90002002,34
2020-10-01,2021,A5219110403,90002002,16
2020-10-01,2021,A5219110405,90002002,37
2020-10-01,2021,A5219110406,90002002,9
2020-10-01,2021,A5219110407,90002002,25
2020-10-01,2021,A5220110408,90002002,36
2020-10-01,2021,A5318110103,90002002,16
2020-10-01,2021,A5318110104,90002002,21
2020-10-01,2021,A5318110105,90002002,7
2020-10-01,2021,A5318110106,90002002,13
2020-10-01,2021,A5318110107,90002002,16
2020-10-01,2021,A5318110108,90002002,6
2020-10-01,2021,A5419110201,90002002,9
2020-10-01,2021,A5419110202,90002002,16
2020-10-01,2021,A5419110203,90002002,6
2020-10-01,2021,A5419110204,90002002,8
2020-10-01,2021,A5419110205,90002002,9
2020-10-01,2021,A5419110206,90002002,14
2020-10-01,2021,A5419110207,90002002,14
2020-10-01,2021,A5419110208,90002002,5
2020-10-01,2021,A5519110301,90002002,6
2020-10-01,2021,A5519110302,90002002,15
2020-10-01,2021,A5519110303,90002002,6
2020-10-01,2021,A5519110304,90002002,19
2020-10-01,2021,A5520110305,90002002,5
2020-10-01,2021,A5520110306,90002002,15
2020-10-01,2021,A5520110307,90002002,17
2020-10-01,2021,A5520110308,90002002,19
2020-10-01,2021,A5620110401,90002002,13
2020-10-01,2021,A5620110402,90002002,16
2020-10-01,2021,A5621110403,90002002,5
2020-10-01,2021,A5621110404,90002002,19
2020-10-01,2021,A5621110405,90002002,22
2020-10-01,2021,A5621110406,90002002,11
2020-10-01,2021,A5621110407,90002002,13
2020-10-01,2021,A5621110408,90002002,13
2020-10-01,2021,A5721110501,90002002,21
2020-10-01,2021,A5721110502,90002002,20
2020-10-01,2021,A5721110503,90002002,17
2020-10-01,2021,A5721110504,90002002,15
2020-10-01,2021,A5721110505,90002002,18
2020-10-01,2021,A5721110506,90002002,16
2020-10-01,2021,A5820110101,90002002,22
2020-10-01,2021,A5820110102,90002002,11
2020-10-01,2021,A5820110103,90002002,17
2020-10-01,2021,A5820110104,90002002,7
2020-10-01,2021,A5820110105,90002002,29
2020-10-01,2021,A5820110106,90002002,25
2020-10-01,2021,A5820110107,90002002,34
2020-10-01,2021,A5821110108,90002002,32
2020-10-01,2021,A6018110101,90002002,2
2020-10-01,2021,A6018110102,90002002,6
2020-10-01,2021,A6018110103,90002002,2
2020-10-01,2021,A6018110104,90002002,7
2020-10-01,2021,A6018110105,90002002,6
